date,venue,bat_team,bowl_team,ball,overs,runs,runs_last_5,wickets_last_5,wickets,total
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,1,0.1,0,0,0,0,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,2,0.2,0,0,0,0,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,3,0.3,0,0,0,0,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,4,0.4,0,0,0,0,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,5,0.5,0,0,0,0,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,6,0.6,0,0,0,0,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,1,1.1,0,0,0,0,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,2,1.2,1,1,0,0,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,3,1.3,3,3,0,0,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,4,1.4,3,3,0,0,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,5,1.5,3,3,0,0,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,6,1.6,5,5,0,0,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,1,2.1,6,6,0,0,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,2,2.2,10,10,0,0,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,3,2.3,10,10,0,0,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,4,2.4,10,10,0,0,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,5,2.5,10,10,0,0,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,6,2.6,11,11,0,0,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,1,3.1,11,11,0,0,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,2,3.2,11,11,0,0,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,3,3.3,12,12,0,0,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,4,3.4,12,12,0,0,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,5,3.5,12,12,0,0,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,6,3.6,12,12,0,0,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,1,4.1,13,13,0,0,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,2,4.2,13,13,0,0,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,3,4.3,13,13,0,0,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,4,4.4,19,19,0,0,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,5,4.5,21,21,0,0,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,6,4.6,21,21,1,1,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,1,5.1,21,21,1,1,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,2,5.2,21,21,1,1,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,3,5.3,22,22,1,1,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,4,5.4,22,22,1,1,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,5,5.5,22,22,1,1,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,6,5.6,22,22,1,1,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,1,6.1,23,23,1,1,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,2,6.2,24,23,1,1,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,3,6.3,24,21,2,2,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,4,6.4,24,21,2,2,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,5,6.5,24,21,2,2,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,6,6.6,24,19,2,2,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,7,6.7,25,19,2,2,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,1,7.1,25,15,2,2,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,2,7.2,26,16,2,2,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,3,7.3,26,16,2,2,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,4,7.4,28,18,2,2,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,5,7.5,28,17,2,2,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,6,7.6,28,17,3,3,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,1,8.1,28,17,3,3,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,2,8.2,29,17,3,3,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,3,8.3,30,18,3,3,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,4,8.4,31,19,3,3,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,5,8.5,31,19,3,3,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,6,8.6,32,19,3,3,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,1,9.1,32,19,4,4,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,2,9.2,33,20,4,4,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,3,9.3,34,15,4,4,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,4,9.4,34,13,4,4,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,5,9.5,35,14,3,4,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,6,9.6,36,15,3,4,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,1,10.1,37,16,3,4,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,2,10.2,38,16,3,4,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,3,10.3,39,17,3,4,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,4,10.4,39,17,3,4,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,5,10.5,39,17,3,4,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,6,10.6,40,17,3,4,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,1,11.1,40,16,3,4,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,2,11.2,44,20,2,4,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,3,11.3,46,22,2,4,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,4,11.4,47,23,2,4,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,5,11.5,49,25,2,4,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,6,11.6,53,28,2,4,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,1,12.1,54,29,2,4,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,2,12.2,55,29,2,4,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,3,12.3,56,30,2,4,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,4,12.4,56,28,2,4,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,5,12.5,56,28,3,5,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,6,12.6,57,29,2,5,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,1,13.1,58,30,2,5,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,2,13.2,60,31,2,5,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,3,13.3,60,30,2,5,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,4,13.4,60,29,2,5,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,5,13.5,62,31,2,5,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,6,13.6,62,30,2,5,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,1,14.1,63,31,1,5,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,2,14.2,63,30,2,6,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,3,14.3,63,29,2,6,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,4,14.4,64,30,2,6,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,5,14.5,64,29,2,6,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,6,14.6,64,28,2,6,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,1,15.1,67,30,2,6,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,2,15.2,67,29,2,6,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,3,15.3,73,34,2,6,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,4,15.4,74,35,2,6,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,5,15.5,74,35,2,6,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,6,15.6,75,35,2,6,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,7,15.7,77,37,2,6,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,1,16.1,77,33,2,6,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,2,16.2,78,32,2,6,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,3,16.3,79,32,2,6,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,4,16.4,80,31,2,6,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,5,16.5,80,27,2,6,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,6,16.6,86,32,2,6,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,1,17.1,88,33,2,6,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,2,17.2,92,36,2,6,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,3,17.3,96,40,2,6,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,4,17.4,102,46,1,6,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,5,17.5,106,49,1,6,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,6,17.6,106,48,1,6,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,1,18.1,110,50,1,6,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,2,18.2,114,54,1,6,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,3,18.3,114,54,1,6,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,4,18.4,115,53,1,6,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,5,18.5,119,57,1,6,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,6,18.6,120,57,1,6,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,7,18.7,120,57,1,7,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,8,18.8,121,58,1,7,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,1,19.1,122,58,1,7,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,2,19.2,122,58,1,7,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,3,19.3,124,60,1,7,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,4,19.4,124,57,1,7,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,5,19.5,124,57,1,7,128
2016-02-04,Dubai International Cricket Stadium,Islamabad United,Quetta Gladiators,6,19.6,128,55,1,7,128
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,1,0.1,2,2,0,0,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,2,0.2,2,2,0,0,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,3,0.3,6,6,0,0,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,4,0.4,6,6,1,1,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,5,0.5,7,7,1,1,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,6,0.6,7,7,1,1,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,1,1.1,7,7,1,1,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,2,1.2,7,7,1,1,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,3,1.3,7,7,1,1,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,4,1.4,7,7,1,1,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,5,1.5,11,11,1,1,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,6,1.6,11,11,1,1,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,1,2.1,12,12,1,1,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,2,2.2,13,13,1,1,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,3,2.3,14,14,1,1,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,4,2.4,15,15,1,1,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,5,2.5,15,15,1,1,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,6,2.6,17,17,1,1,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,7,2.7,18,18,1,1,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,1,3.1,22,22,1,1,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,2,3.2,23,23,1,1,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,3,3.3,24,24,1,1,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,4,3.4,25,25,1,1,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,5,3.5,26,26,1,1,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,6,3.6,30,30,1,1,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,1,4.1,34,34,1,1,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,2,4.2,34,34,1,1,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,3,4.3,35,35,1,1,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,4,4.4,36,36,1,1,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,5,4.5,37,37,1,1,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,6,4.6,37,37,2,2,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,1,5.1,37,35,2,2,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,2,5.2,37,35,2,2,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,3,5.3,38,32,2,2,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,4,5.4,38,32,1,2,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,5,5.5,38,31,1,2,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,6,5.6,38,31,1,2,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,1,6.1,39,32,1,2,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,2,6.2,39,32,1,2,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,3,6.3,39,32,1,2,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,4,6.4,40,33,1,2,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,5,6.5,41,30,1,2,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,6,6.6,42,31,1,2,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,1,7.1,43,31,1,2,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,2,7.2,43,30,1,2,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,3,7.3,44,30,1,2,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,4,7.4,45,30,1,2,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,5,7.5,46,31,1,2,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,6,7.6,47,30,1,2,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,1,8.1,47,29,1,2,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,2,8.2,53,31,1,2,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,3,8.3,53,30,1,2,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,4,8.4,53,29,1,2,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,5,8.5,54,29,1,2,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,6,8.6,55,29,1,2,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,1,9.1,55,25,1,2,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,2,9.2,55,21,1,2,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,3,9.3,56,22,1,2,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,4,9.4,56,21,2,3,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,5,9.5,56,20,2,3,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,6,9.6,57,20,2,3,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,1,10.1,57,20,1,3,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,2,10.2,58,21,1,3,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,3,10.3,58,21,1,3,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,4,10.4,62,24,1,3,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,5,10.5,62,24,1,3,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,6,10.6,63,25,1,3,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,1,11.1,64,26,1,3,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,2,11.2,67,28,1,3,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,3,11.3,68,29,1,3,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,4,11.4,69,30,1,3,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,5,11.5,69,29,1,3,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,6,11.6,69,28,1,3,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,1,12.1,70,28,1,3,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,2,12.2,71,28,1,3,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,3,12.3,72,29,1,3,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,4,12.4,73,29,1,3,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,5,12.5,75,30,1,3,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,6,12.6,75,29,1,3,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,1,13.1,75,28,1,3,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,2,13.2,79,32,1,3,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,3,13.3,79,26,1,3,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,4,13.4,79,26,1,3,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,5,13.5,80,27,1,3,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,6,13.6,80,26,2,4,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,1,14.1,80,25,2,4,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,2,14.2,81,26,2,4,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,3,14.3,82,27,2,4,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,4,14.4,83,27,2,4,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,5,14.5,84,28,1,4,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,6,14.6,85,29,1,4,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,7,14.7,89,32,1,4,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,1,15.1,90,33,1,4,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,2,15.2,90,32,1,4,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,3,15.3,91,33,1,4,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,4,15.4,97,35,1,4,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,5,15.5,98,36,1,4,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,6,15.6,98,35,1,4,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,1,16.1,98,34,1,4,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,2,16.2,102,35,1,4,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,3,16.3,103,35,1,4,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,4,16.4,105,36,1,4,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,5,16.5,106,37,1,4,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,6,16.6,107,38,1,4,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,1,17.1,108,38,1,4,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,2,17.2,110,39,1,4,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,3,17.3,111,39,1,4,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,4,17.4,112,39,1,4,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,5,17.5,113,38,1,4,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,6,17.6,113,38,1,4,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,7,17.7,114,39,1,4,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,8,17.8,115,36,1,4,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,1,18.1,117,38,1,4,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,2,18.2,117,38,2,5,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,3,18.3,117,37,3,6,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,4,18.4,117,37,3,7,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,5,18.5,118,38,3,7,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,6,18.6,119,38,3,7,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,7,18.7,119,37,3,7,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,1,19.1,120,37,3,7,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,2,19.2,121,37,3,7,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,3,19.3,122,37,3,7,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,4,19.4,124,35,3,7,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,5,19.5,124,34,4,8,125
2016-02-05,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings,6,19.6,125,35,4,8,125
2016-02-05,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,1,0.1,1,1,0,0,145
2016-02-05,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,2,0.2,6,6,0,0,145
2016-02-05,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,3,0.3,7,7,0,0,145
2016-02-05,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,4,0.4,7,7,0,0,145
2016-02-05,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,5,0.5,11,11,0,0,145
2016-02-05,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,6,0.6,11,11,0,0,145
