date,venue,bat_team,bowl_team,ball,overs,runs,runs_last_5,wickets_last_5,wickets,total
2016-02-21,Dubai International Cricket Stadium,Islamabad United,Peshawar Zalmi,2,13.2,108,58,2,2,176
2016-02-21,Dubai International Cricket Stadium,Islamabad United,Peshawar Zalmi,3,13.3,109,59,2,2,176
2016-02-21,Dubai International Cricket Stadium,Islamabad United,Peshawar Zalmi,4,13.4,113,57,2,2,176
2016-02-21,Dubai International Cricket Stadium,Islamabad United,Peshawar Zalmi,5,13.5,119,63,2,2,176
2016-02-21,Dubai International Cricket Stadium,Islamabad United,Peshawar Zalmi,6,13.6,120,58,2,2,176
2016-02-21,Dubai International Cricket Stadium,Islamabad United,Peshawar Zalmi,1,14.1,121,55,2,2,176
2016-02-21,Dubai International Cricket Stadium,Islamabad United,Peshawar Zalmi,2,14.2,122,55,2,2,176
2016-02-21,Dubai International Cricket Stadium,Islamabad United,Peshawar Zalmi,3,14.3,123,52,2,2,176
2016-02-21,Dubai International Cricket Stadium,Islamabad United,Peshawar Zalmi,4,14.4,124,47,2,2,176
2016-02-21,Dubai International Cricket Stadium,Islamabad United,Peshawar Zalmi,5,14.5,125,47,2,2,176
2016-02-21,Dubai International Cricket Stadium,Islamabad United,Peshawar Zalmi,6,14.6,126,47,2,2,176
2016-02-21,Dubai International Cricket Stadium,Islamabad United,Peshawar Zalmi,7,14.7,130,51,2,2,176
2016-02-21,Dubai International Cricket Stadium,Islamabad United,Peshawar Zalmi,1,15.1,130,51,2,2,176
2016-02-21,Dubai International Cricket Stadium,Islamabad United,Peshawar Zalmi,2,15.2,136,56,2,2,176
2016-02-21,Dubai International Cricket Stadium,Islamabad United,Peshawar Zalmi,3,15.3,137,53,2,2,176
2016-02-21,Dubai International Cricket Stadium,Islamabad United,Peshawar Zalmi,4,15.4,139,54,2,2,176
2016-02-21,Dubai International Cricket Stadium,Islamabad United,Peshawar Zalmi,5,15.5,140,54,2,2,176
2016-02-21,Dubai International Cricket Stadium,Islamabad United,Peshawar Zalmi,6,15.6,140,53,2,2,176
2016-02-21,Dubai International Cricket Stadium,Islamabad United,Peshawar Zalmi,1,16.1,141,50,2,2,176
2016-02-21,Dubai International Cricket Stadium,Islamabad United,Peshawar Zalmi,2,16.2,141,50,2,2,176
2016-02-21,Dubai International Cricket Stadium,Islamabad United,Peshawar Zalmi,3,16.3,147,50,2,2,176
2016-02-21,Dubai International Cricket Stadium,Islamabad United,Peshawar Zalmi,4,16.4,148,51,2,2,176
2016-02-21,Dubai International Cricket Stadium,Islamabad United,Peshawar Zalmi,5,16.5,150,52,2,2,176
2016-02-21,Dubai International Cricket Stadium,Islamabad United,Peshawar Zalmi,6,16.6,151,52,2,2,176
2016-02-21,Dubai International Cricket Stadium,Islamabad United,Peshawar Zalmi,1,17.1,152,52,2,2,176
2016-02-21,Dubai International Cricket Stadium,Islamabad United,Peshawar Zalmi,2,17.2,153,52,2,2,176
2016-02-21,Dubai International Cricket Stadium,Islamabad United,Peshawar Zalmi,3,17.3,153,52,2,2,176
2016-02-21,Dubai International Cricket Stadium,Islamabad United,Peshawar Zalmi,4,17.4,154,52,2,2,176
2016-02-21,Dubai International Cricket Stadium,Islamabad United,Peshawar Zalmi,5,17.5,155,47,2,2,176
2016-02-21,Dubai International Cricket Stadium,Islamabad United,Peshawar Zalmi,6,17.6,156,48,2,2,176
2016-02-21,Dubai International Cricket Stadium,Islamabad United,Peshawar Zalmi,7,17.7,156,48,1,2,176
2016-02-21,Dubai International Cricket Stadium,Islamabad United,Peshawar Zalmi,8,17.8,156,48,0,2,176
2016-02-21,Dubai International Cricket Stadium,Islamabad United,Peshawar Zalmi,1,18.1,156,47,0,2,176
2016-02-21,Dubai International Cricket Stadium,Islamabad United,Peshawar Zalmi,2,18.2,160,47,0,2,176
2016-02-21,Dubai International Cricket Stadium,Islamabad United,Peshawar Zalmi,3,18.3,160,41,0,2,176
2016-02-21,Dubai International Cricket Stadium,Islamabad United,Peshawar Zalmi,4,18.4,162,42,0,2,176
2016-02-21,Dubai International Cricket Stadium,Islamabad United,Peshawar Zalmi,5,18.5,163,42,0,2,176
2016-02-21,Dubai International Cricket Stadium,Islamabad United,Peshawar Zalmi,6,18.6,167,45,0,2,176
2016-02-21,Dubai International Cricket Stadium,Islamabad United,Peshawar Zalmi,1,19.1,167,44,0,2,176
2016-02-21,Dubai International Cricket Stadium,Islamabad United,Peshawar Zalmi,2,19.2,168,44,0,2,176
2016-02-21,Dubai International Cricket Stadium,Islamabad United,Peshawar Zalmi,3,19.3,170,45,0,2,176
2016-02-21,Dubai International Cricket Stadium,Islamabad United,Peshawar Zalmi,4,19.4,171,45,1,3,176
2016-02-21,Dubai International Cricket Stadium,Islamabad United,Peshawar Zalmi,5,19.5,175,45,1,3,176
2016-02-21,Dubai International Cricket Stadium,Islamabad United,Peshawar Zalmi,6,19.6,176,46,1,3,176
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,1,0.1,0,0,0,0,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,2,0.2,0,0,0,0,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,3,0.3,0,0,1,1,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,4,0.4,0,0,1,1,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,5,0.5,0,0,1,1,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,6,0.6,1,1,1,1,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,1,1.1,1,1,1,1,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,2,1.2,2,2,1,1,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,3,1.3,2,2,1,1,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,4,1.4,3,3,1,1,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,5,1.5,4,4,1,1,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,6,1.6,5,5,1,1,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,1,2.1,6,6,1,1,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,2,2.2,12,12,1,1,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,3,2.3,12,12,1,1,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,4,2.4,12,12,1,1,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,5,2.5,12,12,1,1,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,6,2.6,14,14,1,1,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,1,3.1,14,14,1,1,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,2,3.2,18,18,1,1,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,3,3.3,20,20,1,1,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,4,3.4,21,21,1,1,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,5,3.5,22,22,1,1,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,6,3.6,26,26,1,1,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,1,4.1,26,26,1,1,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,2,4.2,27,27,1,1,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,3,4.3,28,28,1,1,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,4,4.4,30,30,1,1,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,5,4.5,32,32,1,1,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,6,4.6,33,33,1,1,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,1,5.1,33,33,2,2,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,2,5.2,34,34,2,2,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,3,5.3,34,34,1,2,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,4,5.4,35,35,1,2,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,5,5.5,35,35,1,2,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,6,5.6,36,35,1,2,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,1,6.1,37,36,1,2,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,2,6.2,38,36,1,2,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,3,6.3,39,37,1,2,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,4,6.4,40,37,1,2,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,5,6.5,44,40,1,2,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,6,6.6,44,39,1,2,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,1,7.1,45,39,1,2,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,2,7.2,45,33,1,2,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,3,7.3,45,33,1,2,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,4,7.4,46,34,1,2,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,5,7.5,47,35,1,2,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,6,7.6,51,37,1,2,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,1,8.1,55,41,1,2,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,2,8.2,55,37,1,2,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,3,8.3,56,36,1,2,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,4,8.4,56,35,1,2,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,5,8.5,56,34,1,2,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,6,8.6,58,32,1,2,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,1,9.1,58,32,1,2,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,2,9.2,58,31,1,2,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,3,9.3,59,31,1,2,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,4,9.4,60,30,1,2,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,5,9.5,64,32,1,2,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,6,9.6,68,35,1,2,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,1,10.1,69,36,0,2,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,2,10.2,73,39,0,2,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,3,10.3,73,39,0,2,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,4,10.4,74,39,0,2,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,5,10.5,74,39,0,2,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,6,10.6,78,42,0,2,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,1,11.1,79,42,0,2,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,2,11.2,83,45,0,2,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,3,11.3,84,45,0,2,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,4,11.4,85,45,0,2,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,5,11.5,89,45,0,2,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,6,11.6,90,46,0,2,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,1,12.1,96,51,0,2,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,2,12.2,97,52,0,2,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,3,12.3,98,53,0,2,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,4,12.4,99,53,0,2,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,5,12.5,101,54,0,2,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,6,12.6,101,50,0,2,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,1,13.1,105,50,0,2,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,2,13.2,106,51,0,2,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,3,13.3,107,51,0,2,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,4,13.4,111,55,0,2,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,5,13.5,111,55,0,2,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,6,13.6,117,59,0,2,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,1,14.1,118,60,0,2,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,2,14.2,120,62,0,2,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,3,14.3,120,61,1,3,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,4,14.4,121,61,1,3,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,5,14.5,125,61,1,3,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,6,14.6,129,61,1,3,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,1,15.1,129,60,1,3,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,2,15.2,129,56,1,3,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,3,15.3,135,62,1,3,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,4,15.4,135,61,2,4,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,5,15.5,136,62,2,4,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,6,15.6,140,62,2,4,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,1,16.1,141,62,2,4,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,2,16.2,147,64,2,4,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,3,16.3,147,63,3,5,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,4,16.4,148,63,3,5,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,5,16.5,149,60,3,5,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,6,16.6,150,60,3,5,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,1,17.1,152,56,3,5,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,2,17.2,152,55,3,5,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,3,17.3,153,55,3,5,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,4,17.4,153,54,4,6,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,5,17.5,154,53,4,6,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,6,17.6,155,54,4,6,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,1,18.1,155,50,4,6,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,2,18.2,159,53,4,6,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,3,18.3,159,52,4,6,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,4,18.4,159,48,4,6,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,5,18.5,159,48,4,6,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,6,18.6,159,42,4,6,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,1,19.1,160,42,4,6,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,2,19.2,166,46,4,6,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,3,19.3,168,48,3,6,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,4,19.4,168,47,4,7,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,5,19.5,168,43,4,7,174
2016-02-23,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United,6,19.6,174,45,4,7,174
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,1,0.1,0,0,1,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,2,0.2,1,1,1,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,3,0.3,1,1,1,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,4,0.4,1,1,1,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,5,0.5,1,1,1,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,6,0.6,1,1,1,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,1,1.1,1,1,1,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,2,1.2,3,3,1,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,3,1.3,3,3,1,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,4,1.4,4,4,1,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,5,1.5,8,8,1,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,6,1.6,8,8,1,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,1,2.1,12,12,1,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,2,2.2,14,14,1,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,3,2.3,14,14,1,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,4,2.4,14,14,1,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,5,2.5,20,20,1,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,6,2.6,21,21,1,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,1,3.1,21,21,1,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,2,3.2,22,22,1,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,3,3.3,23,23,1,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,4,3.4,27,27,1,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,5,3.5,28,28,1,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,6,3.6,28,28,1,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,1,4.1,30,30,1,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,2,4.2,31,31,1,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,3,4.3,37,37,1,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,4,4.4,37,37,1,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,5,4.5,41,41,1,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,6,4.6,41,41,1,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,1,5.1,45,45,0,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,2,5.2,46,45,0,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,3,5.3,50,49,0,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,4,5.4,50,49,0,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,5,5.5,51,50,0,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,6,5.6,52,51,0,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,1,6.1,56,55,0,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,2,6.2,62,59,0,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,3,6.3,62,59,0,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,4,6.4,63,59,0,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,5,6.5,64,56,0,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,6,6.6,65,57,0,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,1,7.1,65,53,0,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,2,7.2,66,52,0,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,3,7.3,67,53,0,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,4,7.4,73,59,0,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,5,7.5,74,54,0,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,6,7.6,74,53,0,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,1,8.1,75,54,0,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,2,8.2,75,53,0,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,3,8.3,81,58,0,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,4,8.4,82,55,0,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,5,8.5,82,54,0,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,6,8.6,88,60,0,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,1,9.1,89,59,0,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,2,9.2,90,59,0,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,3,9.3,94,57,0,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,4,9.4,100,63,0,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,5,9.5,101,60,0,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,6,9.6,102,61,0,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,1,10.1,108,63,0,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,2,10.2,110,64,0,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,3,10.3,111,61,0,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,4,10.4,115,65,0,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,5,10.5,116,65,0,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,6,10.6,120,68,0,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,1,11.1,122,66,0,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,2,11.2,122,60,0,1,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,3,11.3,122,60,1,2,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,4,11.4,123,60,1,2,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,5,11.5,124,60,1,2,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,6,11.6,125,60,1,2,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,1,12.1,126,61,1,2,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,2,12.2,126,60,1,2,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,3,12.3,126,59,2,3,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,4,12.4,127,54,2,3,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,5,12.5,128,54,2,3,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,6,12.6,129,55,2,3,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,1,13.1,130,55,2,3,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,2,13.2,131,56,2,3,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,3,13.3,133,52,2,3,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,4,13.4,133,51,2,3,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,5,13.5,135,53,2,3,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,6,13.6,136,48,2,3,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,1,14.1,137,48,2,3,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,2,14.2,143,53,2,3,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,3,14.3,143,49,2,3,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,4,14.4,147,47,2,3,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,5,14.5,148,47,2,3,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,6,14.6,149,47,2,3,190
2017-02-09,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United,1,15.1,149,41,2,3,190
